onset	duration	sample	trial_type	value	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	reps.thisRepN	reps.thisTrialN	reps.thisN	reps.thisIndex	afrec_start	rec_start	key_resp.keys	key_resp.rt	wait_time_text.started	wait_time_text.stopped	therm_loca_text.started	subResponse	keyResp.keys	keyResp.rt	ITI_wait	wait_trigger	loca_thermode	Hz_condition	temp_condition	temp_valeur	text.started	text.stopped	therm_loca_text.stopped	participant	brightness	num_part	low	high	com_svr	com_thermode	com_eeg	date	expName	psychopyVersion	frameRate	Unnamed: 39	distance_from_previous	file	step	index	time	type	temp1	temp2	temp3	temp4	temp5	step_num	time_sync
123.756	0	123756	20/Hi	10001	0	0	0	0	3.0	0.0	3.0	0.0					196.0377144999802	201.2626927999081	201.2626927999081	5.0	['5', 'return']	[2.0095412000082433, 3.049264100030996]	5.22	5.31	3.0	20hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.313000000000002	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step9	3037	302.965	STIMULATE	47.8	47.8	47.8	47.8	47.8	9	129.58999999999997
133.764	0	133764	wait	10005	0	0	0	0	4.0	0.0	4.0	0.0					217.325063199969	223.49247449997347	223.49247449997347	7.0	['7', 'return']	[2.0595719000557438, 3.2751763000851497]	6.16	5.84	0.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.75800000000001	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step11	3268	325.845	STIMULATE	47.9	47.8	47.8	47.8	47.9	11	152.47000000000003
139.923	0	139923	10hz	10004	0	0	0	0	4.0	0.0	4.0	0.0					217.325063199969	223.49247449997347	223.49247449997347	7.0	['7', 'return']	[2.0595719000557438, 3.2751763000851497]	6.16	5.84	0.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.158999999999992	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step11	3268	325.845	STIMULATE	47.9	47.8	47.8	47.8	47.9	11	152.47000000000003
146.514	0	146514	10/Hi	10001	0	0	0	0	4.0	0.0	4.0	0.0					217.325063199969	223.49247449997347	223.49247449997347	7.0	['7', 'return']	[2.0595719000557438, 3.2751763000851497]	6.16	5.84	0.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.841000000000008	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step11	3268	325.845	STIMULATE	47.9	47.8	47.8	47.8	47.9	11	152.47000000000003
156.227	0	156227	wait	10005	0	0	0	0	5.0	0.0	5.0	0.0					239.78847029991448	246.4429062999552	246.4429062999552	4.0	['4', 'return']	[2.637565499986522, 3.766580800060183]	6.65	6.34	1.0	20hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.462999999999994	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step13	3503	349.197	STIMULATE	46.8	46.6	46.7	46.7	46.8	13	175.822
162.873	0	162873	20hz	10004	0	0	0	0	5.0	0.0	5.0	0.0					239.78847029991448	246.4429062999552	246.4429062999552	4.0	['4', 'return']	[2.637565499986522, 3.766580800060183]	6.65	6.34	1.0	20hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.645999999999987	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step13	3503	349.197	STIMULATE	46.8	46.6	46.7	46.7	46.8	13	175.822
169.969	0	169969	20/Lo	10001	0	0	0	0	5.0	0.0	5.0	0.0					239.78847029991448	246.4429062999552	246.4429062999552	4.0	['4', 'return']	[2.637565499986522, 3.766580800060183]	6.65	6.34	1.0	20hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.346000000000004	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step13	3503	349.197	STIMULATE	46.8	46.6	46.7	46.7	46.8	13	175.822
179.659	0	179659	wait	10005	0	0	0	0	6.0	0.0	6.0	0.0					263.2204702999443	269.5162950999802	269.5162950999802	3.0	['3', 'return']	[1.899324500001967, 2.91545239998959]	6.29	5.56	2.0	10hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.439999999999998	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step15	3728	371.491	STIMULATE	46.7	46.6	46.7	46.7	46.8	15	198.11599999999999
185.947	0	185947	10hz	10004	0	0	0	0	6.0	0.0	6.0	0.0					263.2204702999443	269.5162950999802	269.5162950999802	3.0	['3', 'return']	[1.899324500001967, 2.91545239998959]	6.29	5.56	2.0	10hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.288000000000011	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step15	3728	371.491	STIMULATE	46.7	46.6	46.7	46.7	46.8	15	198.11599999999999
192.259	0	192259	10/Lo	10001	0	0	0	0	6.0	0.0	6.0	0.0					263.2204702999443	269.5162950999802	269.5162950999802	3.0	['3', 'return']	[1.899324500001967, 2.91545239998959]	6.29	5.56	2.0	10hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.561999999999983	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step15	3728	371.491	STIMULATE	46.7	46.6	46.7	46.7	46.8	15	198.11599999999999
201.884	0	201884	wait	10005	0	0	0	0	7.0	0.0	7.0	0.0					285.4453312999103	292.24109269992914	292.24109269992914	7.0	['7', 'return']	[1.91812749998644, 2.998931900016032]	6.79	6.02	3.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.375	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step17	3963	394.732	STIMULATE	47.8	47.8	47.8	47.8	47.8	17	221.35700000000003
208.671	0	208671	10hz	10004	0	0	0	0	7.0	0.0	7.0	0.0					285.4453312999103	292.24109269992914	292.24109269992914	7.0	['7', 'return']	[1.91812749998644, 2.998931900016032]	6.79	6.02	3.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.787000000000006	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step17	3963	394.732	STIMULATE	47.8	47.8	47.8	47.8	47.8	17	221.35700000000003
215.442	0	215442	10/Hi	10001	0	0	0	0	7.0	0.0	7.0	0.0					285.4453312999103	292.24109269992914	292.24109269992914	7.0	['7', 'return']	[1.91812749998644, 2.998931900016032]	6.79	6.02	3.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.021000000000015	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step17	3963	394.732	STIMULATE	47.8	47.8	47.8	47.8	47.8	17	221.35700000000003
224.692	0	224692	wait	10005	0	0	0	0	8.0	0.0	8.0	0.0					308.2530268999981	313.5701747999992	313.5701747999992	6.0	['6', 'return']	[1.7572351999115199, 2.7099074999568984]	5.31	5.73	0.0	40hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.0	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step19	4175	415.755	STIMULATE	46.8	46.6	46.7	46.7	46.9	19	242.38
230.0	0	230000	40hz	10004	0	0	0	0	8.0	0.0	8.0	0.0					308.2530268999981	313.5701747999992	313.5701747999992	6.0	['6', 'return']	[1.7572351999115199, 2.7099074999568984]	5.31	5.73	0.0	40hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.307999999999993	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step19	4175	415.755	STIMULATE	46.8	46.6	46.7	46.7	46.9	19	242.38
236.484	0	236484	40/Lo	10001	0	0	0	0	8.0	0.0	8.0	0.0					308.2530268999981	313.5701747999992	313.5701747999992	6.0	['6', 'return']	[1.7572351999115199, 2.7099074999568984]	5.31	5.73	0.0	40hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.734000000000009	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step19	4175	415.755	STIMULATE	46.8	46.6	46.7	46.7	46.9	19	242.38
245.729	0	245729	wait	10005	0	0	0	0	9.0	0.0	9.0	0.0					329.29030959995	334.5364987999201	334.5364987999201	8.0	['8', 'return']	[2.15924259996973, 3.087444099946879]	5.24	5.98	1.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		9.995000000000005	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step21	4389	436.94	STIMULATE	47.8	47.8	47.8	47.8	48.0	21	263.565
250.967	0	250967	CNhz	10004	0	0	0	0	9.0	0.0	9.0	0.0					329.29030959995	334.5364987999201	334.5364987999201	8.0	['8', 'return']	[2.15924259996973, 3.087444099946879]	5.24	5.98	1.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.2379999999999995	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step21	4389	436.94	STIMULATE	47.8	47.8	47.8	47.8	48.0	21	263.565
257.7	0	257700	CN/Hi	10001	0	0	0	0	9.0	0.0	9.0	0.0					329.29030959995	334.5364987999201	334.5364987999201	8.0	['8', 'return']	[2.15924259996973, 3.087444099946879]	5.24	5.98	1.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.982999999999976	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step21	4389	436.94	STIMULATE	47.8	47.8	47.8	47.8	48.0	21	263.565
267.075	0	267075	wait	10005	0	0	0	0	10.0	0.0	10.0	0.0					350.6363786999136	356.0541396999033	356.0541396999033	2.0	['2', 'return']	[1.7966258999658749, 2.8215274999383837]	5.41	6.5	2.0	40hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.125	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step23	4612	459.024	STIMULATE	46.7	46.7	46.7	46.7	46.8	23	285.649
272.485	0	272485	40hz	10004	0	0	0	0	10.0	0.0	10.0	0.0					350.6363786999136	356.0541396999033	356.0541396999033	2.0	['2', 'return']	[1.7966258999658749, 2.8215274999383837]	5.41	6.5	2.0	40hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.410000000000025	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step23	4612	459.024	STIMULATE	46.7	46.7	46.7	46.7	46.8	23	285.649
279.738	0	279738	40/Lo	10001	0	0	0	0	10.0	0.0	10.0	0.0					350.6363786999136	356.0541396999033	356.0541396999033	2.0	['2', 'return']	[1.7966258999658749, 2.8215274999383837]	5.41	6.5	2.0	40hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		6.502999999999986	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step23	4612	459.024	STIMULATE	46.7	46.7	46.7	46.7	46.8	23	285.649
288.342	0	288342	wait	10005	0	0	0	0	11.0	0.0	11.0	0.0					371.9039026999381	377.8873363999882	377.8873363999882	4.0	['4', 'return']	[2.0175116000464186, 3.0176405000966042]	5.98	5.45	3.0	10hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		9.353999999999985	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step25	4822	479.823	STIMULATE	46.7	46.7	46.7	46.6	46.7	25	306.448
294.318	0	294318	10hz	10004	0	0	0	0	11.0	0.0	11.0	0.0					371.9039026999381	377.8873363999882	377.8873363999882	4.0	['4', 'return']	[2.0175116000464186, 3.0176405000966042]	5.98	5.45	3.0	10hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.975999999999999	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step25	4822	479.823	STIMULATE	46.7	46.7	46.7	46.6	46.7	25	306.448
300.52	0	300520	10/Lo	10001	0	0	0	0	11.0	0.0	11.0	0.0					371.9039026999381	377.8873363999882	377.8873363999882	4.0	['4', 'return']	[2.0175116000464186, 3.0176405000966042]	5.98	5.45	3.0	10hz	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.451999999999998	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step25	4822	479.823	STIMULATE	46.7	46.7	46.7	46.6	46.7	25	306.448
310.354	0	310354	wait	10005	0	0	0	0	12.0	0.0	12.0	0.0					393.9151588999666	398.9196054999484	398.9196054999484	7.0	['7', 'return']	[1.8320246000075713, 2.8328004999784753]	5.0	5.17	0.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.584000000000003	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step27	5030	500.422	STIMULATE	48.0	47.7	47.7	47.8	48.1	27	327.04699999999997
315.351	0	315351	CNhz	10004	0	0	0	0	12.0	0.0	12.0	0.0					393.9151588999666	398.9196054999484	398.9196054999484	7.0	['7', 'return']	[1.8320246000075713, 2.8328004999784753]	5.0	5.17	0.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		4.997000000000014	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step27	5030	500.422	STIMULATE	48.0	47.7	47.7	47.8	48.1	27	327.04699999999997
321.274	0	321274	CN/Hi	10001	0	0	0	0	12.0	0.0	12.0	0.0					393.9151588999666	398.9196054999484	398.9196054999484	7.0	['7', 'return']	[1.8320246000075713, 2.8328004999784753]	5.0	5.17	0.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.173000000000002	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step27	5030	500.422	STIMULATE	48.0	47.7	47.7	47.8	48.1	27	327.04699999999997
331.204	0	331204	wait	10005	0	0	0	0	13.0	0.0	13.0	0.0					414.7650778999087	419.881626599934	419.881626599934	7.0	['7', 'return']	[2.0616471000248566, 3.3973994000116363]	5.11	5.2	1.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.680000000000007	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step29	5243	521.526	STIMULATE	47.9	47.8	47.8	47.7	48.0	29	348.1509999999999
336.312	0	336312	10hz	10004	0	0	0	0	13.0	0.0	13.0	0.0					414.7650778999087	419.881626599934	419.881626599934	7.0	['7', 'return']	[2.0616471000248566, 3.3973994000116363]	5.11	5.2	1.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.108000000000004	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step29	5243	521.526	STIMULATE	47.9	47.8	47.8	47.7	48.0	29	348.1509999999999
342.266	0	342266	10/Hi	10001	0	0	0	0	13.0	0.0	13.0	0.0					414.7650778999087	419.881626599934	419.881626599934	7.0	['7', 'return']	[2.0616471000248566, 3.3973994000116363]	5.11	5.2	1.0	10hz	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.204000000000008	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step29	5243	521.526	STIMULATE	47.9	47.8	47.8	47.7	48.0	29	348.1509999999999
352.732	0	352732	wait	10005	0	0	0	0	14.0	0.0	14.0	0.0					436.2939453999279	443.61427589994855	443.61427589994855	7.0	['7', 'return']	[1.9231398000847548, 2.915222499985248]	7.32	5.87	2.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		11.216000000000008	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step31	5489	545.92	STIMULATE	47.8	47.7	47.8	47.8	47.9	31	372.5449999999999
360.048	0	360048	CNhz	10004	0	0	0	0	14.0	0.0	14.0	0.0					436.2939453999279	443.61427589994855	443.61427589994855	7.0	['7', 'return']	[1.9231398000847548, 2.915222499985248]	7.32	5.87	2.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		7.315999999999974	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step31	5489	545.92	STIMULATE	47.8	47.7	47.8	47.8	47.9	31	372.5449999999999
366.67	0	366670	CN/Hi	10001	0	0	0	0	14.0	0.0	14.0	0.0					436.2939453999279	443.61427589994855	443.61427589994855	7.0	['7', 'return']	[1.9231398000847548, 2.915222499985248]	7.32	5.87	2.0	controle	high_pain	47.8				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		5.872000000000014	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step31	5489	545.92	STIMULATE	47.8	47.7	47.8	47.8	47.9	31	372.5449999999999
375.982	0	375982	wait	10005	0	0	0	0	15.0	0.0	15.0	0.0					459.5433538999641	467.44813009991776	467.44813009991776	1.0	['1', 'return']	[1.9348551000002772, 3.1037134000798687]	7.9	6.06	3.0	controle	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		10.062000000000012	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step33	5731	569.998	STIMULATE	46.7	46.7	46.7	46.7	46.8	33	396.623
383.879	0	383879	CNhz	10004	0	0	0	0	15.0	0.0	15.0	0.0					459.5433538999641	467.44813009991776	467.44813009991776	1.0	['1', 'return']	[1.9348551000002772, 3.1037134000798687]	7.9	6.06	3.0	controle	low_pain	46.7				sub-052	250	52	46.7	47.8	COM5	COM15	COM3	2024-12-09_13h20.06.542	001-EEG_SVR_Officel	2022.2.5	238.77460849588877		7.896999999999991	0_sub-pilot052_SVR_EEG_block1-2.protocol.csv	step33	5731	569.998	STIMULATE	46.7	46.7	46.7	46.7	46.8	33	396.623
