onset	duration	sample	trial_type	distance_from_previous	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	reps.thisRepN	reps.thisTrialN	reps.thisN	reps.thisIndex	afrec_start	rec_start	rec_start_egi	key_resp.keys	key_resp.rt	wait_time_text.started	wait_time_text.stopped	therm_loca_text.started	subResponse	keyResp.keys	keyResp.rt	ITI_wait	wait_trigger	loca_thermode	Hz_condition	temp_condition	temp_valeur	text.started	text.stopped	therm_loca_text.stopped	participant	brightness	num_part	low	high	com_svr	com_thermode	com_eeg	date	expName	psychopyVersion	frameRate	Unnamed: 40	trial	file	step	index	time	type	temp1	temp2	temp3	temp4	temp5	time_sync
2023.634	0	1011817	10/Lo	6.238000000000056	4	0	4	0	12.0	0.0	12.0	0.0						2084.3473972000065	2091.078467800005	2091.078467800005	3.0	['3', 'return']	[3.229349299988826, 3.9566157999943243]	6.73	6.38	0.0	10hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		77	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step59	7636	758.02	STIMULATE	47.1	46.9	46.9	46.9	47.2	2029.568
2033.482	0	1016741	wait	10.596000000000004	4	0	4	0	13.0	0.0	13.0	0.0						2108.051097600008	2114.0873580000043	2114.0873580000043	2.0	['2', 'return']	[2.9222219999937806, 3.6258377000049222]	6.03	6.23	1.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		78	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step61	7860	780.944	STIMULATE	47.1	46.9	46.9	46.9	47.2	2052.492
2039.514	0	1019757	CNhz	6.029999999999973	4	0	4	0	13.0	0.0	13.0	0.0						2108.051097600008	2114.0873580000043	2114.0873580000043	2.0	['2', 'return']	[2.9222219999937806, 3.6258377000049222]	6.03	6.23	1.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		78	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step61	7860	780.944	STIMULATE	47.1	46.9	46.9	46.9	47.2	2052.492
2046.492	0	1023246	CN/Lo	6.086000000000013	4	0	4	0	13.0	0.0	13.0	0.0						2108.051097600008	2114.0873580000043	2114.0873580000043	2.0	['2', 'return']	[2.9222219999937806, 3.6258377000049222]	6.03	6.23	1.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		78	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step61	7860	780.944	STIMULATE	47.1	46.9	46.9	46.9	47.2	2052.492
2056.164	0	1028082	wait	10.41800000000012	4	0	4	0	14.0	0.0	14.0	0.0						2130.7343553999963	2138.307256500004	2138.307256500004	3.0	['3', 'return']	[2.553088699991349, 3.1372271000000183]	7.57	5.74	2.0	20hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		79	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step63	8088	804.561	STIMULATE	46.9	46.9	46.9	46.9	47.2	2076.109
2063.732	0	1031866	20hz	7.563999999999851	4	0	4	0	14.0	0.0	14.0	0.0						2130.7343553999963	2138.307256500004	2138.307256500004	3.0	['3', 'return']	[2.553088699991349, 3.1372271000000183]	7.57	5.74	2.0	20hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		79	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step63	8088	804.561	STIMULATE	46.9	46.9	46.9	46.9	47.2	2076.109
2070.222	0	1035111	20/Lo	5.600000000000364	4	0	4	0	14.0	0.0	14.0	0.0						2130.7343553999963	2138.307256500004	2138.307256500004	3.0	['3', 'return']	[2.553088699991349, 3.1372271000000183]	7.57	5.74	2.0	20hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		79	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step63	8088	804.561	STIMULATE	46.9	46.9	46.9	46.9	47.2	2076.109
2079.894	0	1039946	wait	10.417999999999665	4	0	4	0	15.0	0.0	15.0	0.0						2154.462286599999	2159.7465167000046	2159.7465167000046	4.0	['4', 'return']	[2.3764628999924753, 3.7049610999965807]	5.28	5.47	3.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		80	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step65	8291	825.768	STIMULATE	48.5	48.4	48.4	48.4	48.5	2097.316
2085.172	0	1042586	CNhz	5.27599999999984	4	0	4	0	15.0	0.0	15.0	0.0						2154.462286599999	2159.7465167000046	2159.7465167000046	4.0	['4', 'return']	[2.3764628999924753, 3.7049610999965807]	5.28	5.47	3.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		80	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step65	8291	825.768	STIMULATE	48.5	48.4	48.4	48.4	48.5	2097.316
2091.392	0	1045695	CN/Hi	5.329999999999927	4	0	4	0	15.0	0.0	15.0	0.0						2154.462286599999	2159.7465167000046	2159.7465167000046	4.0	['4', 'return']	[2.3764628999924753, 3.7049610999965807]	5.28	5.47	3.0	controle	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		80	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step65	8291	825.768	STIMULATE	48.5	48.4	48.4	48.4	48.5	2097.316
2194.362	0	1097181	wait	103.7180000000003	5	0	5	0	0.0	0.0	0.0	0.0				p	0.7494402000011178	2268.931626100006	2275.2475665000093	2275.2475665000093	2.0	['2', 'return']	[2.2701176999980817, 2.9575416000006953]	6.31	5.17	0.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		81	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step67	9367	940.95	STIMULATE	47.2	46.9	46.9	46.9	47.2	2212.498
2200.67	0	1100335	CNhz	6.30600000000004	5	0	5	0	0.0	0.0	0.0	0.0				p	0.7494402000011178	2268.931626100006	2275.2475665000093	2275.2475665000093	2.0	['2', 'return']	[2.2701176999980817, 2.9575416000006953]	6.31	5.17	0.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		81	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step67	9367	940.95	STIMULATE	47.2	46.9	46.9	46.9	47.2	2212.498
2206.592	0	1103296	CN/Lo	5.0300000000002	5	0	5	0	0.0	0.0	0.0	0.0				p	0.7494402000011178	2268.931626100006	2275.2475665000093	2275.2475665000093	2.0	['2', 'return']	[2.2701176999980817, 2.9575416000006953]	6.31	5.17	0.0	controle	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		81	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step67	9367	940.95	STIMULATE	47.2	46.9	46.9	46.9	47.2	2212.498
2216.65	0	1108325	wait	10.80600000000004	5	0	5	0	1.0	0.0	1.0	0.0						2291.219585300001	2297.535450800002	2297.535450800002	4.0	['4', 'return']	[3.18160570001055, 3.9096734000049764]	6.31	6.33	1.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		82	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step69	9580	964.46	STIMULATE	47.2	46.9	46.9	46.9	47.2	2236.008
2222.958	0	1111479	CNhz	6.30600000000004	5	0	5	0	1.0	0.0	1.0	0.0						2291.219585300001	2297.535450800002	2297.535450800002	4.0	['4', 'return']	[3.18160570001055, 3.9096734000049764]	6.31	6.33	1.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		82	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step69	9580	964.46	STIMULATE	47.2	46.9	46.9	46.9	47.2	2236.008
2230.04	0	1115020	CN/Lo	6.192000000000007	5	0	5	0	1.0	0.0	1.0	0.0						2291.219585300001	2297.535450800002	2297.535450800002	4.0	['4', 'return']	[3.18160570001055, 3.9096734000049764]	6.31	6.33	1.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		82	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step69	9580	964.46	STIMULATE	47.2	46.9	46.9	46.9	47.2	2236.008
2239.886	0	1119943	wait	10.594000000000051	5	0	5	0	2.0	0.0	2.0	0.0						2314.4574570999976	2320.370117700004	2320.370117700004	5.0	['5', 'return']	[2.3621922000020277, 2.9698434000019915]	5.91	6.13	2.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		83	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step71	9784	987.172	STIMULATE	48.7	48.4	48.4	48.4	48.8	2258.7200000000003
2245.794	0	1122897	10hz	5.905999999999949	5	0	5	0	2.0	0.0	2.0	0.0						2314.4574570999976	2320.370117700004	2320.370117700004	5.0	['5', 'return']	[2.3621922000020277, 2.9698434000019915]	5.91	6.13	2.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		83	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step71	9784	987.172	STIMULATE	48.7	48.4	48.4	48.4	48.8	2258.7200000000003
2252.672	0	1126336	10/Hi	5.987999999999829	5	0	5	0	2.0	0.0	2.0	0.0						2314.4574570999976	2320.370117700004	2320.370117700004	5.0	['5', 'return']	[2.3621922000020277, 2.9698434000019915]	5.91	6.13	2.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		83	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step71	9784	987.172	STIMULATE	48.7	48.4	48.4	48.4	48.8	2258.7200000000003
2261.786	0	1130893	wait	9.860000000000127	5	0	5	0	3.0	0.0	3.0	0.0						2336.356497700006	2343.5101270000014	2343.5101270000014	1.0	['1', 'return']	[3.156341699999757, 5.196302700001979]	7.15	5.97	3.0	10hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		84	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step73	9988	1010.106	STIMULATE	47.0	46.9	46.9	46.9	46.9	2281.654
2268.936	0	1134468	10hz	0.0	5	0	5	0	3.0	0.0	3.0	0.0						2336.356497700006	2343.5101270000014	2343.5101270000014	1.0	['1', 'return']	[3.156341699999757, 5.196302700001979]	7.15	5.97	3.0	10hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		84	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step73	9988	1010.106	STIMULATE	47.0	46.9	46.9	46.9	46.9	2281.654
2275.656	0	1137828	10/Lo	5.829999999999927	5	0	5	0	3.0	0.0	3.0	0.0						2336.356497700006	2343.5101270000014	2343.5101270000014	1.0	['1', 'return']	[3.156341699999757, 5.196302700001979]	7.15	5.97	3.0	10hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		84	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step73	9988	1010.106	STIMULATE	47.0	46.9	46.9	46.9	46.9	2281.654
2287.156	0	1143578	wait	12.248000000000047	5	0	5	0	4.0	0.0	4.0	0.0						2361.7269733	2368.7032842000044	2368.7032842000044	6.5	['6', 'a', '5', 'return']	[2.0943247999966843, 2.3983489999955054, 2.5182060999941314, 3.990433099999791]	6.97	5.56	0.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		85	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step75	10206	1034.858	STIMULATE	48.5	48.4	48.4	48.4	48.7	2306.406
2294.126	0	1147063	10hz	6.968000000000302	5	0	5	0	4.0	0.0	4.0	0.0						2361.7269733	2368.7032842000044	2368.7032842000044	6.5	['6', 'a', '5', 'return']	[2.0943247999966843, 2.3983489999955054, 2.5182060999941314, 3.990433099999791]	6.97	5.56	0.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		85	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step75	10206	1034.858	STIMULATE	48.5	48.4	48.4	48.4	48.7	2306.406
2300.436	0	1150218	10/Hi	5.420000000000073	5	0	5	0	4.0	0.0	4.0	0.0						2361.7269733	2368.7032842000044	2368.7032842000044	6.5	['6', 'a', '5', 'return']	[2.0943247999966843, 2.3983489999955054, 2.5182060999941314, 3.990433099999791]	6.97	5.56	0.0	10hz	high_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		85	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step75	10206	1034.858	STIMULATE	48.5	48.4	48.4	48.4	48.7	2306.406
2311.138	0	1155569	wait	11.449999999999818	5	0	5	0	5.0	0.0	5.0	0.0						2385.709016200009	2391.997414500001	2391.997414500001	6.0	['6', 'return']	[2.35919410000497, 2.776310100001865]	6.28	5.59	1.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		86	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step77	10410	1058.235	STIMULATE	48.6	48.4	48.4	48.4	48.7	2329.783
2317.42	0	1158710	20hz	6.2800000000002	5	0	5	0	5.0	0.0	5.0	0.0						2385.709016200009	2391.997414500001	2391.997414500001	6.0	['6', 'return']	[2.35919410000497, 2.776310100001865]	6.28	5.59	1.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		86	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step77	10410	1058.235	STIMULATE	48.6	48.4	48.4	48.4	48.7	2329.783
2323.76	0	1161880	20/Hi	5.450000000000273	5	0	5	0	5.0	0.0	5.0	0.0						2385.709016200009	2391.997414500001	2391.997414500001	6.0	['6', 'return']	[2.35919410000497, 2.776310100001865]	6.28	5.59	1.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		86	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step77	10410	1058.235	STIMULATE	48.6	48.4	48.4	48.4	48.7	2329.783
2333.216	0	1166608	wait	10.203999999999724	5	0	5	0	6.0	0.0	6.0	0.0						2407.787940800001	2413.9903854000004	2413.9903854000004	2.0	['2', 'return']	[3.08456990000559, 3.81357100000605]	6.2	5.74	2.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		87	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step79	10601	1080.321	STIMULATE	46.9	46.9	46.9	46.9	47.1	2351.8689999999997
2339.414	0	1169707	CNhz	6.196000000000367	5	0	5	0	6.0	0.0	6.0	0.0						2407.787940800001	2413.9903854000004	2413.9903854000004	2.0	['2', 'return']	[3.08456990000559, 3.81357100000605]	6.2	5.74	2.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		87	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step79	10601	1080.321	STIMULATE	46.9	46.9	46.9	46.9	47.1	2351.8689999999997
2345.908	0	1172954	CN/Lo	0.0	5	0	5	0	6.0	0.0	6.0	0.0						2407.787940800001	2413.9903854000004	2413.9903854000004	2.0	['2', 'return']	[3.08456990000559, 3.81357100000605]	6.2	5.74	2.0	controle	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		87	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step79	10601	1080.321	STIMULATE	46.9	46.9	46.9	46.9	47.1	2351.8689999999997
2356.254	0	1178127	wait	11.096000000000004	5	0	5	0	7.0	0.0	7.0	0.0						2430.8253766999987	2435.889659499997	2435.889659499997	5.0	['5', 'return']	[3.0095204999961425, 3.553952300004312]	5.06	5.03	3.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		88	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step81	10783	1101.575	STIMULATE	48.5	48.4	48.4	48.4	48.5	2373.123
2361.314	0	1180657	CNhz	5.057999999999993	5	0	5	0	7.0	0.0	7.0	0.0						2430.8253766999987	2435.889659499997	2435.889659499997	5.0	['5', 'return']	[3.0095204999961425, 3.553952300004312]	5.06	5.03	3.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		88	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step81	10783	1101.575	STIMULATE	48.5	48.4	48.4	48.4	48.5	2373.123
2367.096	0	1183548	CN/Hi	4.891999999999825	5	0	5	0	7.0	0.0	7.0	0.0						2430.8253766999987	2435.889659499997	2435.889659499997	5.0	['5', 'return']	[3.0095204999961425, 3.553952300004312]	5.06	5.03	3.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		88	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step81	10783	1101.575	STIMULATE	48.5	48.4	48.4	48.4	48.5	2373.123
2377.892	0	1188946	wait	11.543999999999869	5	0	5	0	8.0	0.0	8.0	0.0						2452.462925800006	2457.5799596	2457.5799596	3.0	['3', 'return']	[2.72656320000533, 3.3748937000054866]	5.11	6.21	0.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		89	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step83	10978	1124.411	STIMULATE	46.9	46.8	46.9	47.0	47.1	2395.959
2383.004	0	1191502	40hz	5.110000000000127	5	0	5	0	8.0	0.0	8.0	0.0						2452.462925800006	2457.5799596	2457.5799596	3.0	['3', 'return']	[2.72656320000533, 3.3748937000054866]	5.11	6.21	0.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		89	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step83	10978	1124.411	STIMULATE	46.9	46.8	46.9	47.0	47.1	2395.959
2389.966	0	1194983	40/Lo	6.072000000000116	5	0	5	0	8.0	0.0	8.0	0.0						2452.462925800006	2457.5799596	2457.5799596	3.0	['3', 'return']	[2.72656320000533, 3.3748937000054866]	5.11	6.21	0.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		89	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step83	10978	1124.411	STIMULATE	46.9	46.8	46.9	47.0	47.1	2395.959
2399.398	0	1199699	wait	10.180000000000291	5	0	5	0	9.0	0.0	9.0	0.0						2473.969545900007	2480.033950900004	2480.033950900004	2.0	['2', 'return']	[2.529662000000826, 3.3464048999885563]	6.06	5.28	1.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		90	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step85	11160	1145.923	STIMULATE	47.1	46.9	46.9	46.9	47.2	2417.471
2405.458	0	1202729	40hz	6.057999999999993	5	0	5	0	9.0	0.0	9.0	0.0						2473.969545900007	2480.033950900004	2480.033950900004	2.0	['2', 'return']	[2.529662000000826, 3.3464048999885563]	6.06	5.28	1.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		90	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step85	11160	1145.923	STIMULATE	47.1	46.9	46.9	46.9	47.2	2417.471
2411.49	0	1205745	40/Lo	5.141999999999825	5	0	5	0	9.0	0.0	9.0	0.0						2473.969545900007	2480.033950900004	2480.033950900004	2.0	['2', 'return']	[2.529662000000826, 3.3464048999885563]	6.06	5.28	1.0	40hz	low_pain	48.5				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		90	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step85	11160	1145.923	STIMULATE	47.1	46.9	46.9	46.9	47.2	2417.471
2421.824	0	1210912	wait	11.08199999999988	5	0	5	0	10.0	0.0	10.0	0.0						2496.3958734000043	2502.119331000009	2502.119331000009	4.0	['4', 'return']	[2.2109094000043115, 2.8191443999967305]	5.72	5.26	2.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		91	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step87	11346	1168.042	STIMULATE	48.6	48.4	48.4	48.4	48.7	2439.59
2427.542	0	1213771	CNhz	5.7159999999998945	5	0	5	0	10.0	0.0	10.0	0.0						2496.3958734000043	2502.119331000009	2502.119331000009	4.0	['4', 'return']	[2.2109094000043115, 2.8191443999967305]	5.72	5.26	2.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		91	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step87	11346	1168.042	STIMULATE	48.6	48.4	48.4	48.4	48.7	2439.59
2433.554	0	1216777	CN/Hi	5.119999999999891	5	0	5	0	10.0	0.0	10.0	0.0						2496.3958734000043	2502.119331000009	2502.119331000009	4.0	['4', 'return']	[2.2109094000043115, 2.8191443999967305]	5.72	5.26	2.0	controle	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		91	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step87	11346	1168.042	STIMULATE	48.6	48.4	48.4	48.4	48.7	2439.59
2443.382	0	1221691	wait	10.576000000000022	5	0	5	0	11.0	0.0	11.0	0.0						2517.953893400001	2524.888401300006	2524.888401300006	2.0	['2', 'return']	[2.412499800004298, 3.189260800005286]	6.93	5.07	3.0	40hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		92	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step89	11534	1190.562	STIMULATE	46.9	46.9	46.9	46.9	47.0	2462.1099999999997
2450.31	0	1225155	40hz	0.0	5	0	5	0	11.0	0.0	11.0	0.0						2517.953893400001	2524.888401300006	2524.888401300006	2.0	['2', 'return']	[2.412499800004298, 3.189260800005286]	6.93	5.07	3.0	40hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		92	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step89	11534	1190.562	STIMULATE	46.9	46.9	46.9	46.9	47.0	2462.1099999999997
2456.128	0	1228064	40/Lo	4.928000000000338	5	0	5	0	11.0	0.0	11.0	0.0						2517.953893400001	2524.888401300006	2524.888401300006	2.0	['2', 'return']	[2.412499800004298, 3.189260800005286]	6.93	5.07	3.0	40hz	low_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		92	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step89	11534	1190.562	STIMULATE	46.9	46.9	46.9	46.9	47.0	2462.1099999999997
2466.526	0	1233263	wait	11.14599999999973	5	0	5	0	12.0	0.0	12.0	0.0						2541.09783910001	2546.112256200009	2546.112256200009	6.5	['6', 'a', '5', 'return']	[3.4847881000023335, 3.988419300003443, 4.139798499993049, 5.300033699997584]	5.01	5.83	0.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		93	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step91	11717	1212.621	STIMULATE	48.5	48.4	48.4	48.4	48.8	2484.169
2471.534	0	1235767	20hz	5.006000000000313	5	0	5	0	12.0	0.0	12.0	0.0						2541.09783910001	2546.112256200009	2546.112256200009	6.5	['6', 'a', '5', 'return']	[3.4847881000023335, 3.988419300003443, 4.139798499993049, 5.300033699997584]	5.01	5.83	0.0	20hz	high_pain	47.0				sub-pilot012	250	1	47	48.5	COM11	COM7	COM3	2023-10-20_09h49.16.361	001-EEG_SVR_Officel	2022.2.5	143.76553566198453		93	sub-pilot012_SVR_EEG_block4-6.protocol.csv	step91	11717	1212.621	STIMULATE	48.5	48.4	48.4	48.4	48.8	2484.169
